id,date,time,dayID,hour,recordInDay,plantPower,plantIrradiance,plantTemperature,weatherCloudCover,weatherDewPoint,weatherHumidity,weatherPressure,weatherTemperature,weatherWindBearing,weatherWindSpeed
3964,27-07-12,13:00,209,13,12,360,590,24,0.31,17.11,0.48,1011.59,32,338,8.03
3965,27-07-12,14:00,209,14,13,374,632,32,0.31,16.63,0.47,1011.59,32,338,7.68
3966,27-07-12,15:00,209,15,14,249,423,30,0.18,16.37,0.47,1010.67,30,335,8.24
3967,27-07-12,16:00,209,16,15,96,199,29,0.31,16.37,0.48,1010.67,29,337,7.7
3968,27-07-12,17:00,209,17,16,16,42,28,0.31,16.41,0.49,1010.67,28,333,6.41
3969,27-07-12,18:00,209,18,17,0,7,26,0,16.67,0.53,1010.37,26,336,4.84
3970,27-07-12,19:00,209,19,18,0,2,24,0,17.69,0.62,1010.37,24,329,3.49
3971,27-07-12,20:00,209,20,19,0,2,23,0,17.74,0.63,1010.37,23,324,3.45
3972,28-07-12,2:00,210,2,1,0,2,24,0,14.75,0.55,1010.73,-1,302,4.57
3973,28-07-12,3:00,210,3,2,0,2,23,0,14.83,0.58,1010.65,-1,310,4.05
3974,28-07-12,4:00,210,4,3,11,29,23,0,14.87,0.57,1010.65,-1,310,4.05
3975,28-07-12,5:00,210,5,4,74,109,27,0,15.36,0.57,1010.65,-1,318,3.69
3976,28-07-12,6:00,210,6,5,216,317,30,0,15.93,0.52,1010.7,-1,325,5.02
3977,28-07-12,7:00,210,7,6,355,537,32,0,16.28,0.48,1010.7,-1,321,5.58
3978,28-07-12,8:00,210,8,7,454,726,33,0,16.16,0.44,1010.7,-1,328,5.53
3979,28-07-12,9:00,210,9,8,531,874,35,0,15.5,0.39,1010.49,-1,347,5.53
3980,28-07-12,10:00,210,10,9,564,961,36,0,16.12,0.39,1010.49,31,344,5.63
3981,28-07-12,11:00,210,11,10,562,977,38,0,16.68,0.39,1010.49,31,358,5.35
3982,28-07-12,12:00,210,12,11,539,931,38,0,16.17,0.38,1010.24,31,4,4.92
3983,28-07-12,13:00,210,13,12,470,810,37,0,16.55,0.38,1010.24,31,352,4.81
3984,28-07-12,14:00,210,14,13,368,635,36,0,14.89,0.35,1010.24,31,2,5.15
3985,28-07-12,15:00,210,15,14,236,417,35,0,14.99,0.36,1009.77,35,357,4.64
3986,28-07-12,16:00,210,16,15,95,192,34,0,14.09,0.34,1009.77,34,350,4.45
3987,28-07-12,17:00,210,17,16,23,53,32,0,15.54,0.41,1009.77,32,357,2.14
3988,28-07-12,18:00,210,18,17,0,8,27,0,17.11,0.51,1009.9,27,288,1.48
3989,28-07-12,19:00,210,19,18,0,3,24,0,16.15,0.52,1009.9,24,296,1.39
3990,28-07-12,20:00,210,20,19,0,2,23,0,15.22,0.51,1009.9,23,237,1.36
3991,29-07-12,2:00,211,2,1,0,1,24,0,14.31,0.63,1010.73,-1,236,3.01
3992,29-07-12,3:00,211,3,2,0,2,24,0,14.54,0.62,1010.36,-1,248,2.77
3993,29-07-12,4:00,211,4,3,13,39,25,0,15.23,0.67,1010.36,-1,229,2.08
3994,29-07-12,5:00,211,5,4,75,117,29,0,15.02,0.62,1010.36,-1,261,1.89
3995,29-07-12,6:00,211,6,5,193,292,34,0,16.24,0.5,1010.31,-1,228,1.56
3996,29-07-12,7:00,211,7,6,315,502,39,0,15.56,0.4,1010.31,-1,220,1.09
3997,29-07-12,8:00,211,8,7,406,689,43,0,15.29,0.36,1010.31,-1,171,2.06
3998,29-07-12,9:00,211,9,8,467,830,44,0,15.99,0.35,1009.9,-1,132,2.2
3999,29-07-12,10:00,211,10,9,507,906,45,0,16.5,0.34,1009.9,30,131,2.99
4000,29-07-12,11:00,211,11,10,507,937,46,0,16.67,0.35,1009.9,31,123,3.58
4001,29-07-12,12:00,211,12,11,489,890,45,0.18,16.66,0.34,1009.17,31,138,3.43
4002,29-07-12,13:00,211,13,12,425,762,45,0.18,16.19,0.33,1009.17,31,143,4.28
4003,29-07-12,14:00,211,14,13,332,593,45,0.31,18.02,0.37,1009.17,31,155,3.32
4004,29-07-12,15:00,211,15,14,213,392,43,0.18,17.81,0.36,1008.33,31,156,3.59
4005,29-07-12,16:00,211,16,15,91,190,40,0.18,18.6,0.41,1008.33,30,156,3.54
4006,29-07-12,17:00,211,17,16,23,58,37,0.18,17.44,0.41,1008.33,29,139,2.18
4007,29-07-12,18:00,211,18,17,0,10,34,0.13,17.66,0.43,1008.49,29,219,0.62
4008,29-07-12,19:00,211,19,18,0,5,32,0.31,18.28,0.5,1008.49,27,262,1.01
4009,29-07-12,20:00,211,20,19,0,4,31,0.31,18.82,0.53,1008.49,26,263,2.38
4010,30-07-12,2:00,212,2,1,0,3,27,0,14.75,0.48,1010.05,-1,289,3.24
4011,30-07-12,3:00,212,3,2,0,3,26,0,14.52,0.48,1010.18,-1,300,3.9
4012,30-07-12,4:00,212,4,3,11,31,27,0,15.23,0.5,1010.18,-1,305,3.95
4013,30-07-12,5:00,212,5,4,73,108,29,0,15.13,0.49,1010.18,-1,314,4.48
4014,30-07-12,6:00,212,6,5,210,311,32,0,15.07,0.43,1010.6,-1,320,5.83
4015,30-07-12,7:00,212,7,6,349,532,34,0,15.32,0.38,1010.6,-1,326,6.24
4016,30-07-12,8:00,212,8,7,452,721,36,0,15.58,0.37,1010.6,-1,337,6.56
4017,30-07-12,9:00,212,9,8,523,873,37,0,14.93,0.34,1011.03,-1,339,6.56
4018,30-07-12,10:00,212,10,9,557,960,38,0,15.13,0.35,1011.03,31,356,6.95
4019,30-07-12,11:00,212,11,10,567,983,38,0,16.17,0.37,1011.03,31,353,5.13
4020,30-07-12,12:00,212,12,11,537,929,38,0,14.46,0.32,1010.6,31,343,6.65
4021,30-07-12,13:00,212,13,12,478,819,37,0,14.61,0.33,1010.6,31,23,7.05
4022,30-07-12,14:00,212,14,13,380,645,36,0,13.84,0.32,1010.6,31,9,7.51
4023,30-07-12,15:00,212,15,14,246,429,35,0,13.47,0.33,1010,35,3,7.11
4024,30-07-12,16:00,212,16,15,95,200,33,0,13.12,0.33,1010,33,4,6.96
4025,30-07-12,17:00,212,17,16,14,42,31,0,12.33,0.33,1010,31,348,4.32
4026,30-07-12,18:00,212,18,17,0,7,28,0,13.12,0.37,1010.41,28,346,4.98
4027,30-07-12,19:00,212,19,18,0,3,25,0,14.27,0.46,1010.41,25,318,3.06
4028,30-07-12,20:00,212,20,19,0,2,24,0,14.27,0.48,1010.41,24,301,3.92
4029,31-07-12,2:00,213,2,1,0,2,24,0.11,12.89,0.5,1010.92,-1,299,2.63
4030,31-07-12,3:00,213,3,2,0,2,24,0.11,13.08,0.5,1010.7,-1,298,3.68
4031,31-07-12,4:00,213,4,3,8,26,25,0.11,13.33,0.51,1010.7,-1,302,3.58
4032,31-07-12,5:00,213,5,4,72,104,27,0.11,13.99,0.5,1010.7,-1,314,4.9
4033,31-07-12,6:00,213,6,5,216,314,30,0.11,14.07,0.45,1011.14,-1,319,5.72
4034,31-07-12,7:00,213,7,6,356,535,32,0.11,15.19,0.43,1011.14,-1,320,6.88
4035,31-07-12,8:00,213,8,7,461,725,33,0.11,16.45,0.44,1011.14,-1,331,6.59
4036,31-07-12,9:00,213,9,8,532,871,34,0,17.16,0.44,1010.9,-1,338,7.81
4037,31-07-12,10:00,213,10,9,572,959,35,0,16.98,0.42,1010.9,35,347,7.5
4038,31-07-12,11:00,213,11,10,572,976,36,0,18.21,0.47,1010.9,31,7,7.64
4039,31-07-12,12:00,213,12,11,546,926,35,0.11,18.53,0.48,1010.68,35,4,8.25
4040,31-07-12,13:00,213,13,12,477,805,34,0.11,18.02,0.45,1010.68,34,16,8.03
4041,31-07-12,14:00,213,14,13,374,624,34,0.11,17.99,0.46,1010.68,34,11,8.24
4042,31-07-12,15:00,213,15,14,242,414,32,0.05,17.98,0.49,1009.81,32,8,7.03
4043,31-07-12,16:00,213,16,15,94,192,31,0.31,18.13,0.51,1009.81,31,359,7.4
4044,31-07-12,17:00,213,17,16,15,41,30,0.31,18.03,0.52,1009.81,30,353,5.03
4045,31-07-12,18:00,213,18,17,0,7,27,0,19.22,0.59,1009.78,27,352,4.7
4046,31-07-12,19:00,213,19,18,0,3,25,0,19.61,0.65,1009.78,25,0,4.42
4047,31-07-12,20:00,213,20,19,0,2,24,0,19.66,0.69,1009.78,24,338,3.64
4048,01-08-12,2:00,214,2,1,0,2,24,0,18.08,0.7,1012.05,-1,323,5.35
4049,01-08-12,3:00,214,3,2,0,2,23,0,18.32,0.71,1010.46,-1,310,6.37
4050,01-08-12,4:00,214,4,3,12,31,24,0,17.85,0.71,1010.46,-1,312,5.84
4051,01-08-12,5:00,214,5,4,74,106,25,0,19.09,0.74,1010.46,-1,307,5.86
4052,01-08-12,6:00,214,6,5,204,296,27,0,19.24,0.69,1011.18,-1,315,6.69
4053,01-08-12,7:00,214,7,6,347,512,29,0,21.34,0.7,1011.18,-1,335,6.32
4054,01-08-12,8:00,214,8,7,443,720,31,0.31,21.39,0.67,1011.18,-1,339,6.87
4055,01-08-12,9:00,214,9,8,516,900,34,0.19,20.42,0.6,1011.66,-1,353,6.58
4056,01-08-12,10:00,214,10,9,556,942,34,0.31,21.44,0.64,1011.66,30,12,4.59
4057,01-08-12,11:00,214,11,10,556,951,34,0.31,19.68,0.57,1011.66,34,12,6.08
4058,01-08-12,12:00,214,12,11,527,897,35,0.19,19.34,0.53,1011.51,35,3,6.04
4059,01-08-12,13:00,214,13,12,464,785,34,0.31,19.06,0.52,1011.51,34,355,5.21
4060,01-08-12,14:00,214,14,13,368,612,33,0.31,18.17,0.49,1011.51,33,7,5.05
4061,01-08-12,15:00,214,15,14,235,405,33,0.08,18.15,0.49,1010.67,33,2,5.64
4062,01-08-12,16:00,214,16,15,92,186,31,0.08,18.85,0.54,1010.67,31,348,4.96
4063,01-08-12,17:00,214,17,16,17,42,29,0.31,18,0.52,1010.67,29,347,4.56
4064,01-08-12,18:00,214,18,17,0,6,27,0.08,17.91,0.55,1010.84,27,358,4.09
4065,01-08-12,19:00,214,19,18,0,3,24,0.08,18.08,0.61,1010.84,24,356,3.67
4066,01-08-12,20:00,214,20,19,0,2,22,0.08,18.05,0.65,1010.84,25,339,3.43
4067,02-08-12,2:00,215,2,1,0,1,21,0,16.84,0.74,1012.52,-1,268,2.32
4068,02-08-12,3:00,215,3,2,0,2,21,0,15.7,0.71,1012.23,-1,278,2.17
4069,02-08-12,4:00,215,4,3,9,28,22,0,15.04,0.7,1012.23,-1,274,2.94
4070,02-08-12,5:00,215,5,4,72,105,26,0,15.34,0.67,1012.23,-1,263,1.21
4071,02-08-12,6:00,215,6,5,209,310,31,0,15.44,0.58,1012.84,-1,291,1.3
4072,02-08-12,7:00,215,7,6,344,535,34,0,14.84,0.47,1012.84,-1,328,1.3
4073,02-08-12,8:00,215,8,7,443,724,36,0,14.29,0.41,1012.84,-1,343,2.82
4074,02-08-12,9:00,215,9,8,508,869,38,0,14.05,0.38,1012.83,-1,352,2.68
4075,02-08-12,10:00,215,10,9,540,958,39,0.31,15.44,0.4,1012.83,30,26,1.8
4076,02-08-12,11:00,215,11,10,558,975,38,0.31,16.79,0.44,1012.83,31,32,3.41
4077,02-08-12,12:00,215,12,11,527,917,37,0.15,16.86,0.44,1012.2,31,49,3.41
4078,02-08-12,13:00,215,13,12,464,793,36,0.31,18.14,0.48,1012.2,31,50,3.25
4079,02-08-12,14:00,215,14,13,362,609,36,0.31,18.81,0.5,1012.2,31,39,3.21
4080,02-08-12,15:00,215,15,14,238,414,34,0.19,19.1,0.52,1011.72,34,30,2.9
4081,02-08-12,16:00,215,16,15,92,191,32,0.31,18.13,0.52,1011.72,32,7,2.05
4082,02-08-12,17:00,215,17,16,14,40,30,0.31,17.69,0.52,1011.72,30,18,1.76
4083,02-08-12,18:00,215,18,17,0,7,27,0.03,18.32,0.56,1012.31,27,46,1.05
4084,02-08-12,19:00,215,19,18,0,3,24,0.31,18.01,0.62,1012.31,24,268,0.04
4085,02-08-12,20:00,215,20,19,0,2,23,0.31,17.67,0.64,1012.31,23,194,1.74
4086,03-08-12,2:00,216,2,1,0,2,23,0.26,18.74,0.45,1012.2,31,119,3.24
4087,03-08-12,3:00,216,3,2,0,1,20,0.31,18.83,0.45,1012.2,31,130,3.31
4088,03-08-12,4:00,216,4,3,9,27,21,0.31,19.23,0.48,1012.2,31,134,2.72
4089,03-08-12,5:00,216,5,4,70,102,27,0.24,20.2,0.5,1011.37,31,136,3.48
4090,03-08-12,6:00,216,6,5,207,306,31,0.75,19.63,0.49,1011.37,30,148,3.08
4091,03-08-12,7:00,216,7,6,345,529,33,1,20.33,0.57,1011.37,29,137,2.35
4092,03-08-12,8:00,216,8,7,442,723,36,0.38,21.13,0.66,1011.64,30,126,1.94
4093,03-08-12,9:00,216,9,8,497,868,40,0.58,20.77,0.72,1011.64,28,139,1.52
4094,03-08-12,10:00,216,10,9,532,953,41,0.31,20.16,0.72,1011.64,27,196,1.1
4095,03-08-12,11:00,216,11,10,539,959,41,0.31,16.25,0.71,1013.24,-1,240,1.42
4096,03-08-12,12:00,216,12,11,516,920,41,0,15.96,0.73,1012.96,-1,290,0.68
4097,03-08-12,13:00,216,13,12,446,783,39,0,16.17,0.76,1012.96,-1,222,1
4098,03-08-12,14:00,216,14,13,350,608,38,0,15.59,0.69,1012.96,-1,251,0.99
4099,03-08-12,15:00,216,15,14,226,405,37,0,16.84,0.61,1013,-1,332,1.67
4100,03-08-12,16:00,216,16,15,97,201,36,0,17.19,0.51,1013,-1,72,0.9
4101,03-08-12,17:00,216,17,16,30,63,34,0,17.84,0.51,1013,-1,107,0.93
4102,03-08-12,18:00,216,18,17,0,8,30,0,18.06,0.48,1013.07,-1,87,1.54
4103,03-08-12,19:00,216,19,18,0,4,28,0.31,18.76,0.48,1013.07,30,106,2.97
4104,03-08-12,20:00,216,20,19,0,3,27,0.31,18.51,0.46,1013.07,31,88,2.41
4105,04-08-12,2:00,217,2,1,0,1,21,0,17.12,0.74,1012.93,-1,243,2.54
4106,04-08-12,3:00,217,3,2,0,1,20,0,16.88,0.75,1012.29,-1,297,2.45
4107,04-08-12,4:00,217,4,3,9,26,22,0,16.6,0.76,1012.29,-1,251,1.99
4108,04-08-12,5:00,217,5,4,69,101,27,0,17.09,0.71,1012.29,-1,245,0.67
4109,04-08-12,6:00,217,6,5,206,305,32,0,18.71,0.63,1012.48,-1,237,0.98
4110,04-08-12,7:00,217,7,6,340,530,35,0.31,17.64,0.5,1012.48,-1,65,1.34
4111,04-08-12,8:00,217,8,7,437,727,39,0.31,17.47,0.47,1012.48,-1,67,2.69
4112,04-08-12,9:00,217,9,8,498,873,41,0,17.57,0.45,1012.4,-1,66,2.79
4113,04-08-12,10:00,217,10,9,529,972,46,0.31,18.69,0.47,1012.4,30,118,1.38
4114,04-08-12,11:00,217,11,10,543,990,43,0.31,18.88,0.46,1012.4,31,124,2.63
4115,04-08-12,12:00,217,12,11,514,741,40,0.17,18.18,0.42,1011.93,31,127,3.35
4116,04-08-12,13:00,217,13,12,443,781,39,0.31,17.91,0.41,1011.93,31,136,3.81
4117,04-08-12,14:00,217,14,13,347,603,39,0.31,19.03,0.44,1011.93,31,140,4.31
4118,04-08-12,15:00,217,15,14,219,389,37,0.15,20.09,0.5,1011.14,31,136,4.85
4119,04-08-12,16:00,217,16,15,83,179,37,0.15,20.12,0.52,1011.14,30,141,4.48
4120,04-08-12,17:00,217,17,16,16,42,34,0.15,20.02,0.53,1011.14,29,144,3.87
4121,04-08-12,18:00,217,18,17,0,8,30,0,19.31,0.54,1011.08,30,150,2.91
4122,04-08-12,19:00,217,19,18,0,4,28,0,21.29,0.69,1011.08,28,151,1.83
4123,04-08-12,20:00,217,20,19,0,3,28,0,20.12,0.66,1011.08,25,179,1.41
4124,05-08-12,2:00,218,2,1,0,2,23,0,17.16,0.69,1012.27,-1,231,1.68
4125,05-08-12,3:00,218,3,2,0,2,21,0,17.2,0.73,1011.89,-1,210,1.7
4126,05-08-12,4:00,218,4,3,11,30,24,0,17.9,0.79,1011.89,-1,219,1.46
4127,05-08-12,5:00,218,5,4,74,107,28,0,18.29,0.77,1011.89,-1,225,2.46
4128,05-08-12,6:00,218,6,5,202,302,33,0.11,19.04,0.63,1012.14,-1,209,1.01
4129,05-08-12,7:00,218,7,6,330,523,39,0.31,19.27,0.54,1012.14,-1,158,1.79
4130,05-08-12,8:00,218,8,7,429,716,42,0.31,19.21,0.5,1012.14,-1,120,2.9
4131,05-08-12,9:00,218,9,8,489,858,43,0,20.28,0.51,1012.1,-1,129,3.72
4132,05-08-12,10:00,218,10,9,519,932,45,0,20.11,0.47,1012.1,30,132,4.34
4133,05-08-12,11:00,218,11,10,520,946,46,0,17.99,0.4,1012.1,30,130,5.07
4134,05-08-12,12:00,218,12,11,488,889,46,0,19.68,0.45,1011.58,31,132,5.24
4135,05-08-12,13:00,218,13,12,429,766,44,0,18.78,0.38,1011.58,31,143,4.74
4136,05-08-12,14:00,218,14,13,337,593,42,0,20.38,0.47,1011.58,31,176,3.42
4137,05-08-12,15:00,218,15,14,212,380,39,0,17.75,0.39,1011.12,31,153,3.55
4138,05-08-12,16:00,218,16,15,83,172,36,0,16.88,0.38,1011.12,30,162,4.88
4139,05-08-12,17:00,218,17,16,18,45,33,0,18.55,0.48,1011.12,29,167,5.05
4140,05-08-12,18:00,218,18,17,0,7,31,0,19.13,0.54,1011.28,27,169,4.17
4141,05-08-12,19:00,218,19,18,0,4,29,0,20.58,0.63,1011.28,26,175,3.3
4142,05-08-12,20:00,218,20,19,0,3,28,0,20.87,0.69,1011.28,25,177,2.57
4143,06-08-12,2:00,219,2,1,0,2,24,0,18.09,0.71,1012.56,-1,225,1.52
4144,06-08-12,3:00,219,3,2,0,2,23,0,16.86,0.71,1012.62,-1,247,2.03
4145,06-08-12,4:00,219,4,3,12,35,22,0,16.55,0.72,1012.62,-1,247,1.36
4146,06-08-12,5:00,219,5,4,74,112,26,0.21,16.97,0.72,1012.62,-1,234,2.45
4147,06-08-12,6:00,219,6,5,192,290,33,0.1,17.17,0.62,1014.06,-1,238,1.59
4148,06-08-12,7:00,219,7,6,318,502,39,0.21,17.06,0.47,1014.06,-1,10,0.59
4149,06-08-12,8:00,219,8,7,414,700,42,0.31,16.21,0.39,1014.06,-1,78,2.31
4150,06-08-12,9:00,219,9,8,475,848,45,0.05,14.06,0.31,1013.81,-2,105,2.52
4151,06-08-12,10:00,219,10,9,503,936,48,0.05,13.79,0.3,1013.81,30,105,2.94
4152,06-08-12,11:00,219,11,10,506,960,49,0.05,16.36,0.33,1013.81,30,131,3.67
4153,06-08-12,12:00,219,12,11,476,904,52,0,15.23,0.3,1013.07,31,129,3.33
4154,06-08-12,13:00,219,13,12,414,774,49,0,16,0.32,1013.07,31,131,3.88
4155,06-08-12,14:00,219,14,13,320,592,49,0,17.12,0.35,1013.07,30,147,3.33
4156,06-08-12,15:00,219,15,14,195,370,45,0.13,17.77,0.39,1012.61,30,130,2.85
4157,06-08-12,16:00,219,16,15,78,167,42,0.13,18.23,0.43,1012.61,30,130,2.55
4158,06-08-12,17:00,219,17,16,19,49,38,0.13,18.62,0.46,1012.61,29,148,2.06
4159,06-08-12,18:00,219,18,17,0,9,33,0,18.95,0.5,1013,27,185,1.21
4160,06-08-12,19:00,219,19,18,0,5,31,0,18.99,0.58,1013,26,179,0.9
4161,06-08-12,20:00,219,20,19,0,4,31,0.31,18.04,0.57,1013,25,243,0.56
4162,07-08-12,2:00,220,2,1,0,2,22,0,19.37,0.75,1014.32,-1,318,1.47
4163,07-08-12,3:00,220,3,2,0,2,21,0,18.94,0.76,1014.77,-1,339,1.35
4164,07-08-12,4:00,220,4,3,10,31,23,0,18.16,0.78,1014.77,-1,247,1.07
4165,07-08-12,5:00,220,5,4,71,107,26,0,16.86,0.69,1014.77,-1,286,1.72
4166,07-08-12,6:00,220,6,5,187,281,32,0.03,14.7,0.49,1015.38,-1,304,1.03
4167,07-08-12,7:00,220,7,6,314,496,37,0.31,12.97,0.35,1015.38,-1,331,2.82
4168,07-08-12,8:00,220,8,7,423,693,39,0.31,12.68,0.31,1015.38,-1,357,3.04
4169,07-08-12,9:00,220,9,8,487,842,42,0,12.62,0.28,1015.42,-1,351,2.67
4170,07-08-12,10:00,220,10,9,528,924,42,0,15.84,0.34,1015.42,30,9,2.18
4171,07-08-12,11:00,220,11,10,524,936,42,0,13.26,0.26,1015.42,31,5,2.54
4172,07-08-12,12:00,220,12,11,488,879,43,0,13.35,0.26,1014.71,31,8,3.08
4173,07-08-12,13:00,220,13,12,426,759,43,0,13.65,0.27,1014.71,31,25,2.53
4174,07-08-12,14:00,220,14,13,330,582,41,0,14.6,0.29,1014.71,31,27,2.42
4175,07-08-12,15:00,220,15,14,208,371,39,0,17.66,0.37,1014.2,31,14,2.54
4176,07-08-12,16:00,220,16,15,84,168,36,0,17.74,0.4,1014.2,30,7,2.66
4177,07-08-12,17:00,220,17,16,18,45,33,0.31,16.89,0.4,1014.2,29,5,1.8
4178,07-08-12,18:00,220,18,17,0,6,30,0.24,17.83,0.45,1013.84,30,358,1.04
4179,07-08-12,19:00,220,19,18,0,4,27,0,17.66,0.49,1013.84,27,282,1.16
4180,07-08-12,20:00,220,20,19,0,3,26,0,17.39,0.54,1013.84,26,301,1.95
4181,08-08-12,2:00,221,2,1,0,2,23,0,20.23,0.79,1014.32,-1,307,1.9
4182,08-08-12,3:00,221,3,2,0,2,22,0.11,18.31,0.67,1014,-1,298,2.28
4183,08-08-12,4:00,221,4,3,7,35,23,0,18.91,0.74,1014,-1,323,2.11
4184,08-08-12,5:00,221,5,4,69,103,27,0,18.68,0.69,1014,-1,315,2.32
4185,08-08-12,6:00,221,6,5,198,290,32,0,17.25,0.55,1014,-1,296,3.43
4186,08-08-12,7:00,221,7,6,333,512,35,0,17.86,0.47,1014,-1,312,4.08
4187,08-08-12,8:00,221,8,7,446,721,37,0,17.39,0.41,1014,-1,318,4.24
4188,08-08-12,9:00,221,9,8,528,881,38,0,17.78,0.38,1014.03,-1,322,4.48
4189,08-08-12,10:00,221,10,9,561,970,39,0,16.85,0.34,1014.03,30,330,5.47
4190,08-08-12,11:00,221,11,10,554,990,40,0,15.3,0.31,1014.03,31,345,4.72
4191,08-08-12,12:00,221,12,11,529,928,40,0,15.43,0.31,1013.62,31,345,3.97
4192,08-08-12,13:00,221,13,12,470,806,38,0,18.06,0.39,1013.62,31,21,4.7
4193,08-08-12,14:00,221,14,13,374,633,36,0,19.57,0.46,1013.62,31,18,5.08
4194,08-08-12,15:00,221,15,14,238,413,34,0,19.02,0.45,1013.11,34,358,5.66
4195,08-08-12,16:00,221,16,15,90,184,33,0,17.78,0.42,1013.11,33,1,5.85
4196,08-08-12,17:00,221,17,16,12,36,31,0,16.69,0.43,1013.11,31,5,5.64
4197,08-08-12,18:00,221,18,17,0,6,28,0,16.96,0.47,1013.26,28,358,3.47
4198,08-08-12,19:00,221,19,18,0,3,25,0,16.38,0.49,1013.26,25,344,2.75
4199,08-08-12,20:00,221,20,19,0,2,23,0,16.63,0.52,1013.26,23,338,2.34
4200,09-08-12,2:00,222,2,1,0,2,23,0,15.42,0.58,1012.92,-1,304,1.99
4201,09-08-12,3:00,222,3,2,0,2,22,0,14.35,0.56,1013.98,-1,308,2.11
4202,09-08-12,4:00,222,4,3,9,27,24,0,14.59,0.6,1013.98,-1,289,2.39
4203,09-08-12,5:00,222,5,4,72,101,26,0,13.92,0.56,1013.98,-1,296,2.43
4204,09-08-12,6:00,222,6,5,213,307,30,0,14.6,0.47,1013.73,-1,310,2.47
4205,09-08-12,7:00,222,7,6,353,536,32,0,15.47,0.45,1013.73,-1,330,3.43
4206,09-08-12,8:00,222,8,7,461,734,34,0.31,15.73,0.42,1013.73,-1,338,4.12
4207,09-08-12,9:00,222,9,8,529,875,35,0.04,16.26,0.41,1013,-1,334,4.37
4208,09-08-12,10:00,222,10,9,561,723,27,0.31,17.64,0.42,1013,27,343,4.88
4209,09-08-12,11:00,222,11,10,568,970,36,0.31,19.58,0.48,1013,31,334,4.51
4210,09-08-12,12:00,222,12,11,536,916,36,0.08,19.54,0.48,1012.32,31,340,4.94
4211,09-08-12,13:00,222,13,12,474,796,35,0.31,20.46,0.52,1012.32,35,343,4.91
4212,09-08-12,14:00,222,14,13,372,622,34,0.31,19.78,0.5,1012.32,34,352,6.98
4213,09-08-12,15:00,222,15,14,235,404,32,0,19.06,0.47,1011.82,32,358,6.95
4214,09-08-12,16:00,222,16,15,86,177,31,0,18.68,0.48,1011.82,31,350,7.07
4215,09-08-12,17:00,222,17,16,13,33,29,0,18.84,0.52,1011.82,29,346,5.74
4216,09-08-12,18:00,222,18,17,0,5,26,0,18.5,0.54,1011.92,26,342,4.34
4217,09-08-12,19:00,222,19,18,0,3,23,0,18.63,0.59,1011.92,26,330,3.42
4218,09-08-12,20:00,222,20,19,0,2,22,0,19.01,0.64,1011.92,25,324,2.95
4219,10-08-12,2:00,223,2,1,0,2,23,0,17.72,0.67,1012.92,-1,303,4.46
4220,10-08-12,3:00,223,3,2,0,2,23,0,17.91,0.7,1012.13,-1,305,4.43
4221,10-08-12,4:00,223,4,3,6,26,24,0,18.54,0.75,1012.13,-1,309,4.82
4222,10-08-12,5:00,223,5,4,67,95,25,0,18.63,0.74,1012.13,-1,301,4.9
4223,10-08-12,6:00,223,6,5,209,296,27,0,19.46,0.67,1012.66,-1,301,5.98
4224,10-08-12,7:00,223,7,6,346,512,29,0,20.78,0.65,1012.66,-1,311,7.44
4225,10-08-12,8:00,223,8,7,458,707,31,0,20.81,0.61,1012.66,-1,318,6.93
4226,10-08-12,9:00,223,9,8,530,851,33,0,20.92,0.58,1012.45,-1,333,7.51
4227,10-08-12,10:00,223,10,9,559,928,34,0.31,19.66,0.53,1012.45,30,342,8.24
4228,10-08-12,11:00,223,11,10,568,952,34,0.31,18.46,0.46,1012.45,34,357,8.77
4229,10-08-12,12:00,223,12,11,539,909,35,0.03,18.28,0.47,1012,35,351,8.58
4230,10-08-12,13:00,223,13,12,476,790,33,0.31,18.01,0.46,1012,33,354,8.43
4231,10-08-12,14:00,223,14,13,370,611,32,0.31,17.87,0.46,1012,32,352,8.89
4232,10-08-12,15:00,223,15,14,238,402,31,0.13,17.77,0.47,1010.61,31,359,5.82
4233,10-08-12,16:00,223,16,15,80,165,29,0.31,18.19,0.51,1010.61,29,345,7.12
4234,10-08-12,17:00,223,17,16,10,28,27,0.75,19.03,0.58,1010.61,27,343,6.42
4235,10-08-12,18:00,223,18,17,0,3,25,0.19,18.69,0.6,1011.35,25,352,5.7
4236,10-08-12,19:00,223,19,18,0,2,24,0.51,19.55,0.67,1011.35,24,342,4.77
4237,10-08-12,20:00,223,20,19,0,2,24,0.51,19.74,0.69,1011.35,24,338,4.27
4238,11-08-12,2:00,224,2,1,0,2,22,0.31,19.36,0.8,1011.42,-1,302,5.94
4239,11-08-12,3:00,224,3,2,0,2,22,0.27,18.74,0.78,1009.86,-1,301,5.27
4240,11-08-12,4:00,224,4,3,4,20,22,0.31,18.33,0.75,1009.86,-1,298,4.85
4241,11-08-12,5:00,224,5,4,37,71,22,0.31,18.21,0.75,1009.86,-1,296,4.5
4242,11-08-12,6:00,224,6,5,221,316,25,0.31,18.89,0.71,1010.13,-1,311,4.86
4243,11-08-12,7:00,224,7,6,344,527,27,0.31,19.92,0.68,1010.13,-1,331,5.51
4244,11-08-12,8:00,224,8,7,297,448,28,0.31,21.44,0.71,1010.13,-1,326,5.62
4245,11-08-12,9:00,224,9,8,225,289,26,0.29,21.09,0.69,1009.86,-1,8,4.62
4246,11-08-12,10:00,224,10,9,237,292,24,0.31,19.07,0.64,1009.86,31,357,4.8
